grant_id,plan_id,emp_id,participant_group,grant_type,award_type,grant_date,shares_granted,psu_max_multiplier,psu_share_basis,stock_price_at_grant_usd,strike_price_usd,grant_date_fv_per_share_usd,vest_start_date,vest_months_total,cliff_months,vest_frequency,performance_period_end
G-005737,P-2022,E-0265,staff,annual_refresh,rsu,2026-02-15,1350,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005738,P-2022,E-0266,staff,annual_refresh,rsu,2026-02-15,352,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005739,P-2022,E-0267,staff,annual_refresh,rsu,2026-02-15,528,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005740,P-2022,E-0269,staff,annual_refresh,rsu,2026-02-15,1878,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005741,P-2022,E-0270,staff,annual_refresh,rsu,2026-02-15,329,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005742,P-2022,E-0271,management,annual_refresh,rsu,2026-02-15,646,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005743,P-2022,E-0272,management,annual_refresh,rsu,2026-02-15,1291,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005744,P-2022,E-0273,staff,annual_refresh,rsu,2026-02-15,329,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005745,P-2022,E-0274,staff,annual_refresh,rsu,2026-02-15,646,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005746,P-2022,E-0276,staff,annual_refresh,rsu,2026-02-15,646,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005747,P-2022,E-0279,staff,annual_refresh,rsu,2026-02-15,211,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005748,P-2022,E-0280,staff,annual_refresh,rsu,2026-02-15,646,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005749,P-2022,E-0281,staff,annual_refresh,rsu,2026-02-15,127,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005750,P-2022,E-0282,management,annual_refresh,rsu,2026-02-15,2700,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005751,P-2022,E-0283,staff,annual_refresh,rsu,2026-02-15,352,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005752,P-2022,E-0284,staff,annual_refresh,rsu,2026-02-15,939,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005753,P-2022,E-0286,staff,annual_refresh,rsu,2026-02-15,939,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005754,P-2022,E-0287,staff,annual_refresh,rsu,2026-02-15,469,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005755,P-2022,E-0288,staff,annual_refresh,rsu,2026-02-15,352,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005756,P-2022,E-0289,staff,annual_refresh,rsu,2026-02-15,352,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005757,P-2022,E-0290,staff,annual_refresh,rsu,2026-02-15,646,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005758,P-2022,E-0291,staff,annual_refresh,rsu,2026-02-15,211,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005759,P-2022,E-0292,management,annual_refresh,rsu,2026-02-15,1291,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005760,P-2022,E-0293,staff,annual_refresh,rsu,2026-02-15,646,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005761,P-2022,E-0294,staff,annual_refresh,rsu,2026-02-15,352,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005762,P-2022,E-0295,staff,annual_refresh,rsu,2026-02-15,3991,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005763,P-2022,E-0296,staff,annual_refresh,rsu,2026-02-15,1350,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005764,P-2022,E-0299,staff,annual_refresh,rsu,2026-02-15,164,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005765,P-2022,E-0300,staff,annual_refresh,rsu,2026-02-15,352,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005766,P-2022,E-0304,staff,annual_refresh,rsu,2026-02-15,211,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005767,P-2022,E-0306,staff,annual_refresh,rsu,2026-02-15,528,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005768,P-2022,E-0307,staff,annual_refresh,rsu,2026-02-15,939,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005769,P-2022,E-0310,management,annual_refresh,rsu,2026-02-15,646,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005770,P-2022,E-0311,staff,annual_refresh,rsu,2026-02-15,352,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005771,P-2022,E-0312,staff,annual_refresh,rsu,2026-02-15,329,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005772,P-2022,E-0313,staff,annual_refresh,rsu,2026-02-15,469,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005773,P-2022,E-0314,staff,annual_refresh,rsu,2026-02-15,352,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005774,P-2022,E-0315,management,annual_refresh,rsu,2026-02-15,1291,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005775,P-2022,E-0316,staff,annual_refresh,rsu,2026-02-15,763,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005776,P-2022,E-0318,staff,annual_refresh,rsu,2026-02-15,1291,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005777,P-2022,E-0320,staff,annual_refresh,rsu,2026-02-15,1502,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005778,P-2022,E-0321,staff,annual_refresh,rsu,2026-02-15,352,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005779,P-2022,E-0322,staff,annual_refresh,rsu,2026-02-15,211,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005780,P-2022,E-0324,staff,annual_refresh,rsu,2026-02-15,329,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005781,P-2022,E-0325,staff,annual_refresh,rsu,2026-02-15,458,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005782,P-2022,E-0326,staff,annual_refresh,rsu,2026-02-15,106,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005783,P-2022,E-0327,staff,annual_refresh,rsu,2026-02-15,352,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005784,P-2022,E-0328,management,annual_refresh,rsu,2026-02-15,646,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005785,P-2022,E-0329,staff,annual_refresh,rsu,2026-02-15,264,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005786,P-2022,E-0330,management,annual_refresh,rsu,2026-02-15,1878,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005787,P-2022,E-0332,staff,annual_refresh,rsu,2026-02-15,323,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005788,P-2022,E-0333,staff,annual_refresh,rsu,2026-02-15,939,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005789,P-2022,E-0334,staff,annual_refresh,rsu,2026-02-15,352,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005790,P-2022,E-0335,staff,annual_refresh,rsu,2026-02-15,528,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005791,P-2022,E-0336,staff,annual_refresh,rsu,2026-02-15,211,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005792,P-2022,E-0337,staff,annual_refresh,rsu,2026-02-15,469,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005793,P-2022,E-0338,staff,annual_refresh,rsu,2026-02-15,211,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005794,P-2022,E-0340,staff,annual_refresh,rsu,2026-02-15,646,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005795,P-2022,E-0342,staff,annual_refresh,rsu,2026-02-15,939,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005796,P-2022,E-0343,staff,annual_refresh,rsu,2026-02-15,352,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005797,P-2022,E-0344,staff,annual_refresh,rsu,2026-02-15,352,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005798,P-2022,E-0345,staff,annual_refresh,rsu,2026-02-15,211,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005799,P-2022,E-0347,staff,annual_refresh,rsu,2026-02-15,528,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005800,P-2022,E-0349,staff,annual_refresh,rsu,2026-02-15,528,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005801,P-2022,E-0350,staff,annual_refresh,rsu,2026-02-15,528,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005802,P-2022,E-0352,staff,annual_refresh,rsu,2026-02-15,211,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005803,P-2022,E-0353,staff,annual_refresh,rsu,2026-02-15,211,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005804,P-2022,E-0356,staff,annual_refresh,rsu,2026-02-15,528,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005805,P-2022,E-0357,staff,annual_refresh,rsu,2026-02-15,528,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005806,P-2022,E-0358,staff,annual_refresh,rsu,2026-02-15,211,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005807,P-2022,E-0359,management,annual_refresh,rsu,2026-02-15,2817,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005808,P-2022,E-0360,staff,annual_refresh,rsu,2026-02-15,211,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005809,P-2022,E-0361,staff,annual_refresh,rsu,2026-02-15,329,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005810,P-2022,E-0362,management,annual_refresh,rsu,2026-02-15,1291,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005811,P-2022,E-0364,staff,annual_refresh,rsu,2026-02-15,352,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005812,P-2022,E-0365,staff,annual_refresh,rsu,2026-02-15,211,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005813,P-2022,E-0366,staff,annual_refresh,rsu,2026-02-15,211,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005814,P-2022,E-0367,staff,annual_refresh,rsu,2026-02-15,211,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005815,P-2022,E-0369,staff,annual_refresh,rsu,2026-02-15,323,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005816,P-2022,E-0370,staff,annual_refresh,rsu,2026-02-15,211,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005817,P-2022,E-0372,staff,annual_refresh,rsu,2026-02-15,106,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005818,P-2022,E-0373,staff,annual_refresh,rsu,2026-02-15,352,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005819,P-2022,E-0374,staff,annual_refresh,rsu,2026-02-15,763,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005820,P-2022,E-0375,staff,annual_refresh,rsu,2026-02-15,352,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005821,P-2022,E-0376,section16,annual_refresh,rsu,2026-02-15,2817,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005822,P-2022,E-0377,staff,annual_refresh,rsu,2026-02-15,1291,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005823,P-2022,E-0379,staff,annual_refresh,rsu,2026-02-15,211,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005824,P-2022,E-0380,staff,annual_refresh,rsu,2026-02-15,352,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005825,P-2022,E-0381,staff,annual_refresh,rsu,2026-02-15,329,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005826,P-2022,E-0382,staff,annual_refresh,rsu,2026-02-15,329,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005827,P-2022,E-0383,staff,annual_refresh,rsu,2026-02-15,329,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005828,P-2022,E-0384,staff,annual_refresh,rsu,2026-02-15,211,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005829,P-2022,E-0385,staff,annual_refresh,rsu,2026-02-15,211,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005830,P-2022,E-0386,staff,annual_refresh,rsu,2026-02-15,528,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005831,P-2022,E-0387,staff,annual_refresh,rsu,2026-02-15,528,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005832,P-2022,E-0388,staff,annual_refresh,rsu,2026-02-15,763,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005833,P-2022,E-0389,staff,annual_refresh,rsu,2026-02-15,352,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005834,P-2022,E-0390,staff,annual_refresh,rsu,2026-02-15,352,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005835,P-2022,E-0391,staff,annual_refresh,rsu,2026-02-15,1878,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005836,P-2022,E-0392,staff,annual_refresh,rsu,2026-02-15,329,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005837,P-2022,E-0393,management,annual_refresh,rsu,2026-02-15,646,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005838,P-2022,E-0394,staff,annual_refresh,rsu,2026-02-15,352,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005839,P-2022,E-0396,staff,annual_refresh,rsu,2026-02-15,939,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005840,P-2022,E-0397,staff,annual_refresh,rsu,2026-02-15,939,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005841,P-2022,E-0398,staff,annual_refresh,rsu,2026-02-15,211,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005842,P-2022,E-0399,staff,annual_refresh,rsu,2026-02-15,469,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005843,P-2022,E-0400,staff,annual_refresh,rsu,2026-02-15,211,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005844,P-2022,E-0402,staff,annual_refresh,rsu,2026-02-15,1291,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005845,P-2022,E-0404,staff,annual_refresh,rsu,2026-02-15,646,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005846,P-2022,E-0405,staff,annual_refresh,rsu,2026-02-15,329,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005847,P-2022,E-0406,staff,annual_refresh,rsu,2026-02-15,763,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005848,P-2022,E-0407,staff,annual_refresh,rsu,2026-02-15,211,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005849,P-2022,E-0409,management,annual_refresh,rsu,2026-02-15,1291,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005850,P-2022,E-0410,staff,annual_refresh,rsu,2026-02-15,352,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005851,P-2022,E-0412,management,annual_refresh,rsu,2026-02-15,675,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005852,P-2022,E-0413,staff,annual_refresh,rsu,2026-02-15,1350,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005853,P-2022,E-0414,staff,annual_refresh,rsu,2026-02-15,1291,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005854,P-2022,E-0415,staff,annual_refresh,rsu,2026-02-15,352,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005855,P-2022,E-0417,management,annual_refresh,rsu,2026-02-15,646,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005856,P-2022,E-0419,staff,annual_refresh,rsu,2026-02-15,211,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005857,P-2022,E-0420,staff,annual_refresh,rsu,2026-02-15,469,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005858,P-2022,E-0421,staff,annual_refresh,rsu,2026-02-15,211,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005859,P-2022,E-0422,staff,annual_refresh,rsu,2026-02-15,1350,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005860,P-2022,E-0423,staff,annual_refresh,rsu,2026-02-15,197,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005861,P-2022,E-0424,staff,annual_refresh,rsu,2026-02-15,646,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005862,P-2022,E-0425,staff,annual_refresh,rsu,2026-02-15,528,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005863,P-2022,E-0426,staff,annual_refresh,rsu,2026-02-15,763,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005864,P-2022,E-0427,staff,annual_refresh,rsu,2026-02-15,469,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005865,P-2022,E-0428,staff,annual_refresh,rsu,2026-02-15,939,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005866,P-2022,E-0430,staff,annual_refresh,rsu,2026-02-15,528,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005867,P-2022,E-0431,staff,annual_refresh,rsu,2026-02-15,352,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005868,P-2022,E-0432,staff,annual_refresh,rsu,2026-02-15,211,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005869,P-2022,E-0433,staff,annual_refresh,rsu,2026-02-15,352,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005870,P-2022,E-0435,management,annual_refresh,rsu,2026-02-15,5634,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005871,P-2022,E-0436,staff,annual_refresh,rsu,2026-02-15,563,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005872,P-2022,E-0437,staff,annual_refresh,rsu,2026-02-15,352,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005873,P-2022,E-0438,staff,annual_refresh,rsu,2026-02-15,329,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005874,P-2022,E-0439,staff,annual_refresh,rsu,2026-02-15,352,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005875,P-2022,E-0441,staff,annual_refresh,rsu,2026-02-15,329,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005876,P-2022,E-0442,staff,annual_refresh,rsu,2026-02-15,211,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005877,P-2022,E-0443,staff,annual_refresh,rsu,2026-02-15,211,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005878,P-2022,E-0446,management,annual_refresh,rsu,2026-02-15,646,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005879,P-2022,E-0448,staff,annual_refresh,rsu,2026-02-15,352,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005880,P-2022,E-0449,staff,annual_refresh,rsu,2026-02-15,211,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005881,P-2022,E-0450,staff,annual_refresh,rsu,2026-02-15,211,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005882,P-2022,E-0451,staff,annual_refresh,rsu,2026-02-15,1291,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005883,P-2022,E-0452,staff,annual_refresh,rsu,2026-02-15,329,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005884,P-2022,E-0453,staff,annual_refresh,rsu,2026-02-15,939,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005885,P-2022,E-0454,staff,annual_refresh,rsu,2026-02-15,211,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005886,P-2022,E-0455,staff,annual_refresh,rsu,2026-02-15,1878,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005887,P-2022,E-0457,staff,annual_refresh,rsu,2026-02-15,1291,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005888,P-2022,E-0458,staff,annual_refresh,rsu,2026-02-15,211,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005889,P-2022,E-0459,management,annual_refresh,rsu,2026-02-15,939,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005890,P-2022,E-0460,staff,annual_refresh,rsu,2026-02-15,329,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005891,P-2022,E-0461,management,annual_refresh,rsu,2026-02-15,1291,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005892,P-2022,E-0463,staff,annual_refresh,rsu,2026-02-15,211,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005893,P-2022,E-0465,management,annual_refresh,rsu,2026-02-15,1878,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005894,P-2022,E-0466,management,annual_refresh,rsu,2026-02-15,1878,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005895,P-2022,E-0467,staff,annual_refresh,rsu,2026-02-15,329,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005896,P-2022,E-0469,staff,annual_refresh,rsu,2026-02-15,528,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005897,P-2022,E-0470,staff,annual_refresh,rsu,2026-02-15,329,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005898,P-2022,E-0471,management,annual_refresh,rsu,2026-02-15,1350,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005899,P-2022,E-0472,staff,annual_refresh,rsu,2026-02-15,352,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005900,P-2022,E-0473,staff,annual_refresh,rsu,2026-02-15,211,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005901,P-2022,E-0474,staff,annual_refresh,rsu,2026-02-15,1878,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005902,P-2022,E-0477,staff,annual_refresh,rsu,2026-02-15,352,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005903,P-2022,E-0478,management,annual_refresh,rsu,2026-02-15,939,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005904,P-2022,E-0479,staff,annual_refresh,rsu,2026-02-15,211,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005905,P-2022,E-0480,staff,annual_refresh,rsu,2026-02-15,939,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005906,P-2022,E-0481,staff,annual_refresh,rsu,2026-02-15,528,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005907,P-2022,E-0482,staff,annual_refresh,rsu,2026-02-15,352,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005908,P-2022,E-0483,staff,annual_refresh,rsu,2026-02-15,352,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005909,P-2022,E-0484,staff,annual_refresh,rsu,2026-02-15,528,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005910,P-2022,E-0486,staff,annual_refresh,rsu,2026-02-15,211,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005911,P-2022,E-0490,staff,annual_refresh,rsu,2026-02-15,211,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005912,P-2022,E-0491,staff,annual_refresh,rsu,2026-02-15,646,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005913,P-2022,E-0492,staff,annual_refresh,rsu,2026-02-15,329,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005914,P-2022,E-0493,staff,annual_refresh,rsu,2026-02-15,528,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005915,P-2022,E-0494,section16,annual_refresh,rsu,2026-02-15,3991,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005916,P-2022,E-0497,staff,annual_refresh,rsu,2026-02-15,352,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005917,P-2022,E-0498,staff,annual_refresh,rsu,2026-02-15,1291,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005918,P-2022,E-0499,staff,annual_refresh,rsu,2026-02-15,211,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005919,P-2022,E-0502,staff,annual_refresh,rsu,2026-02-15,646,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005920,P-2022,E-0503,staff,annual_refresh,rsu,2026-02-15,211,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005921,P-2022,E-0504,staff,annual_refresh,rsu,2026-02-15,352,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005922,P-2022,E-0505,staff,annual_refresh,rsu,2026-02-15,352,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005923,P-2022,E-0506,section16,annual_refresh,rsu,2026-02-15,3991,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005924,P-2022,E-0508,staff,annual_refresh,rsu,2026-02-15,646,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005925,P-2022,E-0509,staff,annual_refresh,rsu,2026-02-15,211,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005926,P-2022,E-0511,staff,annual_refresh,rsu,2026-02-15,352,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005927,P-2022,E-0512,staff,annual_refresh,rsu,2026-02-15,329,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005928,P-2022,E-0515,staff,annual_refresh,rsu,2026-02-15,352,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005929,P-2022,E-0516,staff,annual_refresh,rsu,2026-02-15,211,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005930,P-2022,E-0517,staff,annual_refresh,rsu,2026-02-15,352,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005931,P-2022,E-0518,staff,annual_refresh,rsu,2026-02-15,211,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005932,P-2022,E-0519,staff,annual_refresh,rsu,2026-02-15,211,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005933,P-2022,E-0520,staff,annual_refresh,rsu,2026-02-15,211,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005934,P-2022,E-0521,staff,annual_refresh,rsu,2026-02-15,211,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005935,P-2022,E-0522,staff,annual_refresh,rsu,2026-02-15,646,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005936,P-2022,E-0523,staff,annual_refresh,rsu,2026-02-15,469,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005937,P-2022,E-0524,staff,annual_refresh,rsu,2026-02-15,528,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005938,P-2022,E-0525,staff,annual_refresh,rsu,2026-02-15,176,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-005939,P-2022,E-0526,management,annual_refresh,rsu,2026-02-15,939,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
